1fjsA,2
1h1pA,1
3e3sA,7
2zhzB,2
1afkA,1
2b99A,3
1q51A,1
1sthA,2
3a0tA,1
1vpsB,4
1f4fA,1
2zgzA,2
2hblA,3
1bzyA,2
2zdqA,3
3b4yA,2
1v3sA,2
1gsaA,5
1lloA,3
1tywA,9
1k54A,1
3crrA,1
7dfrA,2
1bqoB,6
2ggaA,2
1i8zA,2
1k22H,3
2rjcA,2
3cxiA,2
2wn7A,1
2dyaB,1
1sgcA,4
1arcA,1
2vcjA,1
2x4oA,9
3bynA,2
1xz8A,3
5stdA,2
3maqA,3
2yw2A,2
1xqpA,2
2gj5A,2
3iesA,1
1x6uA,1
3in1A,1
3duwA,1
2b3dA,2
1lxmA,6
1y3iA,1
3ll3A,3
1hpvA,1
1p4nA,8
2irxA,2
1wopA,2
3g1xA,2
1f0tA,2
3m4eA,1
2dptA,2
3dwrA,5
1pfkA,5
1g4oA,2
1xdhA,8
1a8tA,3
1i7lA,1
1wq1G,2
1nz7A,1
2uyqA,1
1qjiA,2
1gwmA,7
3iiqA,8
1pw1A,1
2chtF,2
1qhiA,1
1ri1A,2
1ucdA,2
966cA,6
1c5iA,2
2v8lA,8
1ytmA,3
1y2vA,3
3i6cA,2
1onhA,1
2oecB,2
1yfrA,2
1of8B,3
1lbyA,6
1xvtA,1
2ntyC,1
2z09A,1
2varA,4
1jkkA,2
1txcA,3
1eswA,2
2qwiA,4
2ioaA,4
1fcvA,5
1pnfA,2
3lzzA,1
3du4A,4
1jcgA,2
1ow3B,3
2rfhA,2
3idoA,1
2ixlA,2
1lzsA,6
1mbzA,3
3ek5A,2
3kv8A,5
2r7aA,1
1ytjA,4
1g6cA,4
2oalB,1
1jq3A,1
2yyuB,1
1llrD,4
3nk7A,2
1teiA,7
3lbzA,4
4f10A,4
3cpaA,3
2vu9A,6
1if7A,2
2rk2A,1
1d4pB,1
5tlnA,6
2wvaA,3
1eyrA,1
1gwxA,1
1tkyA,1
1j9kA,2
2gwhA,2
1uf8A,1
1htfA,2
2f9wA,2
1o86A,3
1a2kC,1
2z1sA,1
1s7lA,1
1k3yA,4
1ixnA,2
1g97A,2
1r15A,3
1bs1A,3
1ezqA,2
5galB,2
1x7pA,1
1b8uA,2
1dcpA,1
2rkmA,2
1einA,1
1foaA,2
3h39A,1
1mncA,4
3ftfA,1
1atlA,3
1blcA,2
1tvpB,1
1ettH,1
1goqA,6
1ch8A,4
1mmbA,5
2e9zA,2
1p5rA,1
2gteA,1
1u72A,2
1bsvA,1
1i1hA,1
1m48A,1
2j72B,4
3b3fA,1
2d29A,1
3stdA,1
2qyqA,1
1jylA,3
1kv2A,1
3cgyA,1
1fk6A,2
1ql9A,2
3ct5A,3
1kgzB,3
1sz3A,2
1x55A,1
1lspA,1
3gdlA,2
1znzA,1
3hiyA,2
2pknA,1
3h72A,1
1khrD,3
1ffqA,3
2zcpA,4
2hzqA,1
1hnjA,1
3d4pA,2
3b6aA,1
2za1A,1
1ybuA,2
3f47A,4
2e6uX,2
1ogoX,2
2bogX,4
1svwA,2
3efvA,1
3h2kA,2
3gd9A,4
2ateA,1
2c6zA,1
1k1jA,2
1l8gA,1
2artA,3
1lqdB,2
1f4gA,1
1ltzA,2
2j8yA,1
1rzuA,1
2vfcA,1
2zjaA,1
148lE,2
1a4kH,1
1mxiA,1
3i0dA,1
1ppcE,2
2qzzA,2
2i4nB,1
1zt9A,2
1a26A,1
2jbtA,3
1sqfA,1
3cwkA,1
1j8rA,4
1rn8A,1
1vh3A,1
1bnwA,2
1nhuA,1
4stdA,1
3a2sX,1
1xtbA,1
1ex8A,2
7estE,3
1e5qA,2
2e0nB,1
1xpyC,2
2zu3A,1
1qbuA,1
3cagA,6
2i56A,3
1c3jA,1
2csnA,1
3kbnA,3
1v0yA,1
1oxmA,1
1kwcB,1
2w1aC,1
1mq6A,2
2dzbA,1
1vcuA,1
2e5mA,1
1ndiA,1
1n07A,2
2e1tA,1
1fqoA,2
3gplA,1
1kpeB,1
1e4gT,1
1rsdA,1
2g97A,1
2wzmA,1
3gidA,1
3fwrA,1
3aaqA,1
1pkkB,1
3ldkA,1
1swkA,1
2vflA,1
1oxvA,2
1u7zA,1
1cimA,3
1h0sA,1
3ej0A,2
3btsB,1
2qv7A,2
1k7eA,1
1ojzA,1
2g25A,3
1pphE,2
1efyA,1
830cA,4
1h9uA,1
3dzlB,2
1ogkB,1
2cx8A,1
1cenA,2
2z0xA,1
3hp8A,2
2fhjA,3
2fk8A,1
1cetA,1
2dkcA,3
3ergA,1
2fsgA,1
1sbyA,2
3h18A,2
2ed4A,2
3f1kA,1
1fkgA,1
1q8jA,1
1ddtA,1
2hixA,1
1r091,1
1exaA,1
1zajA,1
2yw9D,1
1bxqA,2
3hvlA,1
1tjwA,1
2ahwA,1
2cwhB,3
3exsA,1
1goyA,1
3ku1A,1
3jynA,1
3adpA,1
3hvoA,1
3kp5A,1
3gpoA,1
1nhvA,1
1wnzA,1
1i7zA,1
1h1sA,1
2ihzA,2
1c1hA,1
2qttA,1
3kjgA,1
1jieA,2
3a5rA,1
3kakA,1
2c96A,1
1ohrA,1
2j4eB,1
2royA,1
1zdfA,2
1x2bA,1
1kaqA,1
2hk1A,2
2qehA,1
1p77A,1
1kv1A,1
1hdqA,2
2fa0A,1
1f7bA,1
3c2fA,1
2hxmA,1
1eveA,1
2ywcA,1
3gh6A,1
2bawA,3
2bbwA,1
3manA,3
2dttB,2
2zasA,1
1bq3A,1
3kdiA,1
1um0A,2
1s3fA,1
1mq5A,2
1y30A,1
2gz3A,2
2chzA,1
3hpiA,1
1a7xA,1
1mkaA,2
2q71A,1
2jgvD,1
1nmkA,1
2ovdA,1
1zu0A,2
1xwqA,3
2vkmA,1
1qtiA,1
2x60A,1
2hobA,1
2r68A,1
1f8gA,1
1mu0A,1
3dsrA,1
2zgmB,1
1e3vA,1
1d3pB,1
3erkA,1
1uvtH,1
1jsvA,1
2hl0A,1
3i8xA,1
1br6A,1
1k7fA,1
3gqkA,1
2qo9A,1
2q6vA,1
3bazA,1
3hitA,1
1szjG,1
1fthA,1
2gfxA,1
1k0nA,1
1og1A,1
2fzsB,1
1etrH,1
2dveA,1
1theA,1
1jclB,1
2e3rA,1
